date,user_tier,capital_tier,ticker,action,shares,price,total_cost,buy_factor_pct
20/04/2026,50M,50000000,EIB,BUY,100,22550.0,2255000.0,100
20/04/2026,50M,50000000,SJS,BUY,400,53300.0,21320000.0,100
20/04/2026,100M,100000000,CTD,SELL,400,83000.0,-33200000.0,100
20/04/2026,100M,100000000,DGW,SELL,100,44910.0,-4491000.0,100
20/04/2026,100M,100000000,VHC,SELL,100,62700.0,-6270000.0,100
20/04/2026,100M,100000000,SJS,BUY,600,53300.0,31980000.0,100
20/04/2026,100M,100000000,VIC,BUY,100,191000.0,19100000.0,100
20/04/2026,250M,250000000,MBB,SELL,100,25340.0,-2534000.0,100
20/04/2026,250M,250000000,CTD,SELL,900,83000.0,-74700000.0,100
20/04/2026,250M,250000000,HDC,BUY,100,16270.0,1627000.0,100
20/04/2026,250M,250000000,SJS,BUY,1300,53300.0,69290000.0,100
20/04/2026,250M,250000000,VHC,BUY,100,62700.0,6270000.0,100
20/04/2026,500M,500000000,CTD,SELL,1700,83000.0,-141100000.0,100
20/04/2026,500M,500000000,NLG,SELL,100,28010.0,-2801000.0,100
20/04/2026,500M,500000000,SJS,BUY,2600,53300.0,138580000.0,100
20/04/2026,500M,500000000,VHC,BUY,100,62700.0,6270000.0,100
21/04/2026,100M,100000000,VND,SELL,100,16180.0,-1618000.0,100
21/04/2026,100M,100000000,TCH,BUY,100,16700.0,1670000.0,100
21/04/2026,250M,250000000,VIX,SELL,100,17050.0,-1705000.0,100
21/04/2026,250M,250000000,SJS,SELL,100,54900.0,-5490000.0,100
21/04/2026,250M,250000000,DGW,BUY,100,44420.0,4442000.0,100
21/04/2026,250M,250000000,TCH,BUY,100,16700.0,1670000.0,100
21/04/2026,500M,500000000,HAG,SELL,100,16350.000000000002,-1635000.0000000002,100
21/04/2026,500M,500000000,SJS,SELL,200,54900.0,-10980000.0,100
21/04/2026,500M,500000000,CII,SELL,100,18600.0,-1860000.0,100
21/04/2026,500M,500000000,DGW,BUY,100,44420.0,4442000.0,100
21/04/2026,500M,500000000,IMP,BUY,100,54300.0,5430000.0,100
21/04/2026,500M,500000000,TCH,BUY,200,16700.0,3340000.0,100
22/04/2026,25M,25000000,SJS,SELL,200,58700.0,-11740000.0,100
22/04/2026,25M,25000000,VIC,SELL,100,207200.0,-20720000.0,100
22/04/2026,25M,25000000,CTD,BUY,200,81100.0,16220000.0,100
22/04/2026,25M,25000000,DXG,BUY,200,12920.0,2584000.0,100
22/04/2026,25M,25000000,IMP,BUY,100,50550.0,5055000.0,100
22/04/2026,25M,25000000,TCH,BUY,500,16900.0,8450000.0,100
22/04/2026,50M,50000000,VIC,SELL,200,207200.0,-41440000.0,100
22/04/2026,50M,50000000,SJS,SELL,400,58700.0,-23480000.0,100
22/04/2026,50M,50000000,CTD,BUY,300,81100.0,24330000.0,100
22/04/2026,50M,50000000,DGW,BUY,100,44520.0,4452000.0,100
22/04/2026,50M,50000000,HAG,BUY,100,16400.0,1640000.0,100
22/04/2026,50M,50000000,IMP,BUY,100,50550.0,5055000.0,100
22/04/2026,50M,50000000,KDC,BUY,100,47500.0,4750000.0,100
22/04/2026,50M,50000000,KDH,BUY,100,25700.0,2570000.0,100
22/04/2026,50M,50000000,TCH,BUY,1000,16900.0,16900000.0,100
22/04/2026,50M,50000000,VGC,BUY,100,44350.0,4435000.0,100
22/04/2026,100M,100000000,VIC,SELL,300,207200.0,-62160000.0,100
22/04/2026,100M,100000000,SJS,SELL,600,58700.0,-35220000.0,100
22/04/2026,100M,100000000,BSI,BUY,100,32340.000000000004,3234000.0000000005,100
22/04/2026,100M,100000000,CTD,BUY,500,81100.0,40550000.0,100
22/04/2026,100M,100000000,DGW,BUY,100,44520.0,4452000.0,100
22/04/2026,100M,100000000,KDC,BUY,100,47500.0,4750000.0,100
22/04/2026,100M,100000000,MBB,BUY,100,25190.0,2519000.0,100
22/04/2026,100M,100000000,NLG,BUY,100,27910.0,2791000.0,100
22/04/2026,100M,100000000,TCH,BUY,1600,16900.0,27040000.0,100
22/04/2026,100M,100000000,VGC,BUY,100,44350.0,4435000.0,100
22/04/2026,100M,100000000,VHC,BUY,100,62200.0,6220000.0,100
22/04/2026,100M,100000000,VIX,BUY,100,17050.0,1705000.0,100
22/04/2026,250M,250000000,VIC,SELL,400,207200.0,-82880000.0,100
22/04/2026,250M,250000000,SJS,SELL,1200,58700.0,-70440000.0,100
22/04/2026,250M,250000000,BSI,BUY,100,32340.000000000004,3234000.0000000005,100
22/04/2026,250M,250000000,CTD,BUY,900,81100.0,72990000.0,100
22/04/2026,250M,250000000,DXG,BUY,100,12920.0,1292000.0,100
22/04/2026,250M,250000000,EIB,BUY,100,22650.0,2265000.0,100
22/04/2026,250M,250000000,MBB,BUY,100,25190.0,2519000.0,100
22/04/2026,250M,250000000,NLG,BUY,100,27910.0,2791000.0,100
22/04/2026,250M,250000000,TCH,BUY,4000,16900.0,67600000.0,100
22/04/2026,250M,250000000,VIX,BUY,100,17050.0,1705000.0,100
22/04/2026,500M,500000000,SJS,SELL,2400,58700.0,-140880000.0,100
22/04/2026,500M,500000000,VIC,SELL,800,207200.0,-165760000.0,100
22/04/2026,500M,500000000,BSI,BUY,100,32340.000000000004,3234000.0000000005,100
22/04/2026,500M,500000000,CTD,BUY,1800,81100.0,145980000.0,100
22/04/2026,500M,500000000,EIB,BUY,100,22650.0,2265000.0,100
22/04/2026,500M,500000000,HAG,BUY,100,16400.0,1640000.0,100
22/04/2026,500M,500000000,HDC,BUY,100,16050.0,1605000.0,100
22/04/2026,500M,500000000,MBB,BUY,100,25190.0,2519000.0,100
22/04/2026,500M,500000000,NLG,BUY,100,27910.0,2791000.0,100
22/04/2026,500M,500000000,TCH,BUY,8100,16900.0,136890000.0,100
22/04/2026,500M,500000000,VCB,BUY,100,59400.0,5940000.0,100
22/04/2026,500M,500000000,VGC,BUY,100,44350.0,4435000.0,100
23/04/2026,50M,50000000,DXG,BUY,100,12740.0,1274000.0,100
23/04/2026,250M,250000000,CTD,SELL,100,86700.0,-8670000.0,100
23/04/2026,250M,250000000,DXG,BUY,600,12740.0,7644000.0,100
23/04/2026,500M,500000000,CTD,SELL,200,86700.0,-17340000.0,100
23/04/2026,500M,500000000,VCB,SELL,100,62800.0,-6280000.0,100
23/04/2026,500M,500000000,CII,BUY,100,18850.0,1885000.0,100
23/04/2026,500M,500000000,DBC,BUY,100,20360.0,2036000.0,100
23/04/2026,500M,500000000,DXG,BUY,1500,12740.0,19110000.0,100
24/04/2026,25M,25000000,TCH,SELL,400,17500.0,-7000000.0,100
24/04/2026,25M,25000000,CTD,SELL,200,87200.0,-17440000.0,100
24/04/2026,25M,25000000,DXG,SELL,100,13090.0,-1309000.0,100
24/04/2026,25M,25000000,DGW,BUY,100,43450.0,4345000.0,100
24/04/2026,25M,25000000,HAG,BUY,100,16300.0,1630000.0,100
24/04/2026,25M,25000000,HDC,BUY,100,16270.0,1627000.0,100
24/04/2026,25M,25000000,KDC,BUY,100,44700.0,4470000.0,100
24/04/2026,25M,25000000,KDH,BUY,100,25600.0,2560000.0,100
24/04/2026,25M,25000000,NLG,BUY,100,27130.0,2713000.0,100
24/04/2026,25M,25000000,PDR,BUY,100,16200.0,1620000.0,100
24/04/2026,25M,25000000,VGC,BUY,100,43850.0,4385000.0,100
24/04/2026,25M,25000000,VIX,BUY,100,16600.0,1660000.0,100
24/04/2026,50M,50000000,TCH,SELL,800,17500.0,-14000000.0,100
24/04/2026,50M,50000000,CTD,SELL,300,87200.0,-26160000.0,100
24/04/2026,50M,50000000,BSI,BUY,100,32520.000000000004,3252000.0000000005,100
24/04/2026,50M,50000000,DBC,BUY,100,20140.0,2014000.0,100
24/04/2026,50M,50000000,DXG,BUY,100,13090.0,1309000.0,100
24/04/2026,50M,50000000,EIB,BUY,100,22350.0,2235000.0,100
24/04/2026,50M,50000000,HAG,BUY,100,16300.0,1630000.0,100
24/04/2026,50M,50000000,HDC,BUY,100,16270.0,1627000.0,100
24/04/2026,50M,50000000,HDG,BUY,100,24190.0,2419000.0,100
24/04/2026,50M,50000000,IMP,BUY,100,47650.0,4765000.0,100
24/04/2026,50M,50000000,MBB,BUY,100,25190.0,2519000.0,100
24/04/2026,50M,50000000,NLG,BUY,100,27130.0,2713000.0,100
24/04/2026,50M,50000000,PDR,BUY,100,16200.0,1620000.0,100
24/04/2026,50M,50000000,VCB,BUY,100,60600.0,6060000.0,100
24/04/2026,50M,50000000,VHC,BUY,100,62400.0,6240000.0,100
24/04/2026,50M,50000000,VIX,BUY,100,16600.0,1660000.0,100
24/04/2026,100M,100000000,TCH,SELL,1500,17500.0,-26250000.0,100
24/04/2026,100M,100000000,CTD,SELL,500,87200.0,-43600000.0,100
24/04/2026,100M,100000000,DBC,BUY,100,20140.0,2014000.0,100
24/04/2026,100M,100000000,DGW,BUY,100,43450.0,4345000.0,100
24/04/2026,100M,100000000,DXG,BUY,100,13090.0,1309000.0,100
24/04/2026,100M,100000000,EIB,BUY,200,22350.0,4470000.0,100
24/04/2026,100M,100000000,GAS,BUY,100,78300.0,7830000.0,100
24/04/2026,100M,100000000,HDC,BUY,100,16270.0,1627000.0,100
24/04/2026,100M,100000000,IMP,BUY,100,47650.0,4765000.0,100
24/04/2026,100M,100000000,KDH,BUY,100,25600.0,2560000.0,100
24/04/2026,100M,100000000,NLG,BUY,100,27130.0,2713000.0,100
24/04/2026,100M,100000000,PDR,BUY,200,16200.0,3240000.0,100
24/04/2026,100M,100000000,VCB,BUY,100,60600.0,6060000.0,100
24/04/2026,100M,100000000,VHC,BUY,100,62400.0,6240000.0,100
24/04/2026,100M,100000000,VIC,BUY,100,212100.0,21210000.0,100
24/04/2026,100M,100000000,VIX,BUY,100,16600.0,1660000.0,100
24/04/2026,250M,250000000,DXG,SELL,500,13090.0,-6545000.0,100
24/04/2026,250M,250000000,TCH,SELL,3500,17500.0,-61250000.0,100
24/04/2026,250M,250000000,CTD,SELL,800,87200.0,-69760000.0,100
24/04/2026,250M,250000000,BSI,BUY,100,32520.000000000004,3252000.0000000005,100
24/04/2026,250M,250000000,DBC,BUY,200,20140.0,4028000.0,100
24/04/2026,250M,250000000,DGW,BUY,100,43450.0,4345000.0,100
24/04/2026,250M,250000000,EIB,BUY,300,22350.0,6705000.0,100
24/04/2026,250M,250000000,GAS,BUY,100,78300.0,7830000.0,100
24/04/2026,250M,250000000,HAG,BUY,200,16300.0,3260000.0,100
24/04/2026,250M,250000000,HDC,BUY,300,16270.0,4881000.0,100
24/04/2026,250M,250000000,HDG,BUY,100,24190.0,2419000.0,100
24/04/2026,250M,250000000,IMP,BUY,300,47650.0,14295000.0,100
24/04/2026,250M,250000000,KDC,BUY,200,44700.0,8940000.0,100
24/04/2026,250M,250000000,KDH,BUY,200,25600.0,5120000.0,100
24/04/2026,250M,250000000,MBB,BUY,100,25190.0,2519000.0,100
24/04/2026,250M,250000000,NLG,BUY,200,27130.0,5426000.0,100
24/04/2026,250M,250000000,NT2,BUY,100,24800.0,2480000.0,100
24/04/2026,250M,250000000,PDR,BUY,400,16200.0,6480000.0,100
24/04/2026,250M,250000000,VCB,BUY,100,60600.0,6060000.0,100
24/04/2026,250M,250000000,VCG,BUY,100,20360.0,2036000.0,100
24/04/2026,250M,250000000,VGC,BUY,200,43850.0,8770000.0,100
24/04/2026,250M,250000000,VHC,BUY,200,62400.0,12480000.0,100
24/04/2026,250M,250000000,VIC,BUY,100,212100.0,21210000.0,100
24/04/2026,250M,250000000,VIX,BUY,200,16600.0,3320000.0,100
24/04/2026,250M,250000000,VSC,BUY,100,22200.0,2220000.0,100
24/04/2026,500M,500000000,CTD,SELL,1500,87200.0,-130800000.0,100
24/04/2026,500M,500000000,DXG,SELL,700,13090.0,-9163000.0,100
24/04/2026,500M,500000000,TCH,SELL,7100,17500.0,-124250000.0,100
24/04/2026,500M,500000000,BSI,BUY,200,32520.000000000004,6504000.000000001,100
24/04/2026,500M,500000000,BVH,BUY,100,71800.0,7180000.0,100
24/04/2026,500M,500000000,DBC,BUY,100,20140.0,2014000.0,100
24/04/2026,500M,500000000,DGW,BUY,300,43450.0,13035000.0,100
24/04/2026,500M,500000000,EIB,BUY,600,22350.0,13410000.0,100
24/04/2026,500M,500000000,GAS,BUY,200,78300.0,15660000.0,100
24/04/2026,500M,500000000,HAG,BUY,300,16300.0,4890000.0,100
24/04/2026,500M,500000000,HDC,BUY,700,16270.0,11389000.0,100
24/04/2026,500M,500000000,HDG,BUY,200,24190.0,4838000.0,100
24/04/2026,500M,500000000,IMP,BUY,700,47650.0,33355000.0,100
24/04/2026,500M,500000000,KDC,BUY,400,44700.0,17880000.0,100
24/04/2026,500M,500000000,KDH,BUY,400,25600.0,10240000.0,100
24/04/2026,500M,500000000,MBB,BUY,100,25190.0,2519000.0,100
24/04/2026,500M,500000000,NLG,BUY,300,27130.0,8139000.0,100
24/04/2026,500M,500000000,NT2,BUY,200,24800.0,4960000.0,100
24/04/2026,500M,500000000,PDR,BUY,800,16200.0,12960000.0,100
24/04/2026,500M,500000000,SJS,BUY,100,59000.0,5900000.0,100
24/04/2026,500M,500000000,VCB,BUY,200,60600.0,12120000.0,100
24/04/2026,500M,500000000,VCG,BUY,100,20360.0,2036000.0,100
24/04/2026,500M,500000000,VGC,BUY,300,43850.0,13155000.0,100
24/04/2026,500M,500000000,VHC,BUY,300,62400.0,18720000.0,100
24/04/2026,500M,500000000,VIC,BUY,200,212100.0,42420000.0,100
24/04/2026,500M,500000000,VIX,BUY,100,16600.0,1660000.0,100
28/04/2026,25M,25000000,TCH,SELL,100,17900.0,-1790000.0,100
28/04/2026,25M,25000000,PDR,SELL,100,16200.0,-1620000.0,100
28/04/2026,25M,25000000,HDC,SELL,100,16140.0,-1614000.0,100
28/04/2026,25M,25000000,DCM,BUY,100,38150.0,3815000.0,100
28/04/2026,50M,50000000,PDR,SELL,100,16200.0,-1620000.0,100
28/04/2026,50M,50000000,TCH,SELL,200,17900.0,-3580000.0,100
28/04/2026,50M,50000000,HDC,SELL,100,16140.0,-1614000.0,100
28/04/2026,50M,50000000,DXG,SELL,200,13090.0,-2618000.0,100
28/04/2026,50M,50000000,EIB,SELL,100,21850.0,-2185000.0,100
28/04/2026,50M,50000000,HAG,SELL,100,16200.0,-1620000.0,100
28/04/2026,50M,50000000,DCM,BUY,300,38150.0,11445000.0,100
28/04/2026,100M,100000000,DXG,SELL,100,13090.0,-1309000.0,100
28/04/2026,100M,100000000,EIB,SELL,200,21850.0,-4370000.0,100
28/04/2026,100M,100000000,HDC,SELL,100,16140.0,-1614000.0,100
28/04/2026,100M,100000000,PDR,SELL,200,16200.0,-3240000.0,100
28/04/2026,100M,100000000,TCH,SELL,200,17900.0,-3580000.0,100
28/04/2026,100M,100000000,DGW,SELL,100,41980.0,-4198000.0,100
28/04/2026,100M,100000000,NLG,SELL,100,27030.0,-2703000.0,100
28/04/2026,100M,100000000,VHC,SELL,100,62000.0,-6200000.0,100
28/04/2026,100M,100000000,VIX,SELL,100,16350.000000000002,-1635000.0000000002,100
28/04/2026,100M,100000000,DCM,BUY,700,38150.0,26705000.0,100
28/04/2026,250M,250000000,DGW,SELL,100,41980.0,-4198000.0,100
28/04/2026,250M,250000000,DXG,SELL,200,13090.0,-2618000.0,100
28/04/2026,250M,250000000,EIB,SELL,300,21850.0,-6555000.0,100
28/04/2026,250M,250000000,HAG,SELL,200,16200.0,-3240000.0,100
28/04/2026,250M,250000000,HDC,SELL,300,16140.0,-4842000.0,100
28/04/2026,250M,250000000,KDC,SELL,200,41600.0,-8320000.0,100
28/04/2026,250M,250000000,KDH,SELL,200,25400.0,-5080000.0,100
28/04/2026,250M,250000000,NLG,SELL,200,27030.0,-5406000.0,100
28/04/2026,250M,250000000,PDR,SELL,400,16200.0,-6480000.0,100
28/04/2026,250M,250000000,TCH,SELL,600,17900.0,-10740000.0,100
28/04/2026,250M,250000000,VGC,SELL,200,43000.0,-8600000.0,100
28/04/2026,250M,250000000,VHC,SELL,200,62000.0,-12400000.0,100
28/04/2026,250M,250000000,VIC,SELL,100,225500.0,-22550000.0,100
28/04/2026,250M,250000000,VIX,SELL,100,16350.000000000002,-1635000.0000000002,100
28/04/2026,250M,250000000,DBC,SELL,100,19840.0,-1984000.0,100
28/04/2026,250M,250000000,VCB,SELL,100,59800.0,-5980000.0,100
28/04/2026,250M,250000000,MBB,SELL,200,25000.0,-5000000.0,100
28/04/2026,250M,250000000,GAS,SELL,100,73500.0,-7350000.0,100
28/04/2026,250M,250000000,BSI,SELL,200,31980.0,-6396000.0,100
28/04/2026,250M,250000000,DCM,BUY,1900,38150.0,72485000.0,100
28/04/2026,250M,250000000,IMP,BUY,1200,46810.0,56172000.0,100
28/04/2026,500M,500000000,BSI,SELL,200,31980.0,-6396000.0,100
28/04/2026,500M,500000000,CTD,SELL,100,86000.0,-8600000.0,100
28/04/2026,500M,500000000,DBC,SELL,100,19840.0,-1984000.0,100
28/04/2026,500M,500000000,DGW,SELL,300,41980.0,-12594000.0,100
28/04/2026,500M,500000000,DXG,SELL,800,13090.0,-10472000.0,100
28/04/2026,500M,500000000,EIB,SELL,600,21850.0,-13110000.0,100
28/04/2026,500M,500000000,GAS,SELL,200,73500.0,-14700000.0,100
28/04/2026,500M,500000000,HAG,SELL,300,16200.0,-4860000.0,100
28/04/2026,500M,500000000,HDC,SELL,800,16140.0,-12912000.0,100
28/04/2026,500M,500000000,HDG,SELL,100,23240.0,-2324000.0,100
28/04/2026,500M,500000000,KDC,SELL,300,41600.0,-12480000.0,100
28/04/2026,500M,500000000,KDH,SELL,300,25400.0,-7620000.0,100
28/04/2026,500M,500000000,MBB,SELL,200,25000.0,-5000000.0,100
28/04/2026,500M,500000000,NLG,SELL,300,27030.0,-8109000.0,100
28/04/2026,500M,500000000,NT2,SELL,100,24100.0,-2410000.0,100
28/04/2026,500M,500000000,PDR,SELL,800,16200.0,-12960000.0,100
28/04/2026,500M,500000000,SJS,SELL,100,56500.0,-5650000.0,100
28/04/2026,500M,500000000,TCH,SELL,1100,17900.0,-19690000.0,100
28/04/2026,500M,500000000,VCB,SELL,100,59800.0,-5980000.0,100
28/04/2026,500M,500000000,VGC,SELL,300,43000.0,-12900000.0,100
28/04/2026,500M,500000000,VHC,SELL,300,62000.0,-18600000.0,100
28/04/2026,500M,500000000,VIC,SELL,200,225500.0,-45100000.0,100
28/04/2026,500M,500000000,VCG,SELL,100,19600.0,-1960000.0,100
28/04/2026,500M,500000000,BVH,SELL,100,71000.0,-7100000.0,100
28/04/2026,500M,500000000,DCM,BUY,3700,38150.0,141155000.0,100
28/04/2026,500M,500000000,IMP,BUY,2400,46810.0,112344000.0,100
29/04/2026,25M,25000000,HDC,BUY,100,16610.0,1661000.0,100
29/04/2026,50M,50000000,HDG,SELL,100,23560.0,-2356000.0,100
29/04/2026,50M,50000000,MBB,SELL,100,25050.0,-2505000.0,100
29/04/2026,50M,50000000,DXG,BUY,100,13490.0,1349000.0,100
29/04/2026,50M,50000000,EIB,BUY,100,21750.0,2175000.0,100
29/04/2026,50M,50000000,PDR,BUY,100,16450.0,1645000.0,100
29/04/2026,100M,100000000,VIC,SELL,100,214000.0,-21400000.0,100
29/04/2026,100M,100000000,CTD,BUY,100,86800.0,8680000.0,100
29/04/2026,100M,100000000,DGW,BUY,100,42420.0,4242000.0,100
29/04/2026,100M,100000000,DXG,BUY,100,13490.0,1349000.0,100
29/04/2026,100M,100000000,EIB,BUY,200,21750.0,4350000.0,100
29/04/2026,100M,100000000,HDC,BUY,100,16610.0,1661000.0,100
29/04/2026,100M,100000000,HDG,BUY,100,23560.0,2356000.0,100
29/04/2026,250M,250000000,IMP,SELL,700,50060.0,-35042000.0,100
29/04/2026,250M,250000000,BSI,BUY,100,31840.0,3184000.0,100
29/04/2026,250M,250000000,BVH,BUY,100,70500.0,7050000.0,100
29/04/2026,250M,250000000,CII,BUY,100,19300.0,1930000.0,100
29/04/2026,250M,250000000,DGW,BUY,100,42420.0,4242000.0,100
29/04/2026,250M,250000000,DXG,BUY,200,13490.0,2698000.0,100
29/04/2026,250M,250000000,EIB,BUY,300,21750.0,6525000.0,100
29/04/2026,250M,250000000,GAS,BUY,100,75200.0,7520000.0,100
29/04/2026,250M,250000000,HAG,BUY,200,16300.0,3260000.0,100
29/04/2026,500M,500000000,IMP,SELL,1500,50060.0,-75090000.0,100
29/04/2026,500M,500000000,BSI,BUY,200,31840.0,6368000.0,100
29/04/2026,500M,500000000,BVH,BUY,100,70500.0,7050000.0,100
29/04/2026,500M,500000000,CII,BUY,100,19300.0,1930000.0,100
29/04/2026,500M,500000000,CTD,BUY,100,86800.0,8680000.0,100
29/04/2026,500M,500000000,DBC,BUY,200,19920.0,3984000.0,100
29/04/2026,500M,500000000,DGW,BUY,300,42420.0,12726000.0,100
29/04/2026,500M,500000000,DXG,BUY,500,13490.0,6745000.0,100
29/04/2026,500M,500000000,EIB,BUY,600,21750.0,13050000.0,100
29/04/2026,500M,500000000,GAS,BUY,200,75200.0,15040000.0,100
